id,trip_duration
id1347011,417.74072
id1698863,443.94025
id2515994,745.7844
id3245986,338.5101
id3100396,332.70343
id1784582,233.21204
id0711058,2429.1462
id3033184,424.7765
id0152818,1141.1323
id1830687,709.1027
id3880486,1024.6082
id0029976,610.205
id0874579,522.36053
id0937613,321.25217
id1851199,993.61304
id1422314,378.1533
id1407569,894.4365
id3486517,1020.2464
id1033567,823.70984
id2738993,344.99722
id3850307,700.222
id2455088,258.85257
id2366779,2125.1982
id2001201,1376.0388
id2289787,211.97333
id0042261,488.4534
id2647509,632.0501
id0335735,451.7058
id0070836,864.75775
id2308327,2048.0774
id3885184,150.28839
id1874261,405.49948
id2152788,963.76385
id1941159,285.50714
id3574239,1544.7288
id2300455,566.18195
id0085649,1628.1349
id0380962,885.4978
id2931867,1850.89
id0707698,1436.7538
id3098459,786.6145
id0524443,1257.053
id2897225,214.16284
id0791745,437.69656
id2551899,653.572
id0138929,689.6683
id2963540,771.83966
id0171566,248.6755
id0198530,460.55298
id1083862,765.3436
id0603869,632.38043
id3664872,1168.1398
id0410796,477.30518
id2386401,226.50314
id0101620,329.21442
id3600501,2104.8298
id0429395,496.2245
id2481801,307.64893
id1494030,362.94672
id1455262,1378.3488
id0799868,1002.06464
id0482016,1312.0532
id2268690,1349.9578
id1121663,1797.6042
id3531765,653.8096
id2724454,190.47868
id1050526,1293.2369
id3697561,825.63074
id0974361,614.97205
id1626668,777.51385
id3444148,373.91672
id0577536,927.5072
id3149675,1348.2556
id0423637,174.0176
id3160662,750.51404
id0831421,293.88104
id0113811,321.94147
id2207168,1403.8983
id2814265,1307.4388
id0220607,1191.7073
id0598337,854.88153
id0294060,511.70776
id0697085,377.7442
id3914122,307.4472
id2635821,220.0754
id3216066,632.61786
id0041923,475.23898
id1948736,1053.8723
id1415008,368.8868
id0463288,492.66354
id0145864,2386.1602
id0007957,754.7361
id3564923,806.4076
id2414756,924.99445
id3905311,431.1224
id0178358,680.5559
id2718550,1135.438
id3166993,695.7029
id1775322,272.6146
id3406028,154.78995
id2180367,728.41144
id0231374,1447.2738
id2383123,417.17007
id3922891,944.74146
id3680326,778.09357
id1796744,662.5995
id2086232,506.979
id2078475,1593.6411
id0027023,1720.7747
id2970680,520.8969
id3205009,1098.0454
id0325480,361.80658
id1086304,440.04993
id1147459,504.3042
id3609805,1277.5293
id1535994,1014.3352
id2564478,700.5267
id3309165,1384.5941
id1635383,2399.4785
id3758019,662.6286
id2010235,770.5454
id3125429,823.1406
id2452165,409.66406
id1197679,432.57608
id1016822,511.425
id0028046,733.98474
id0698966,419.47748
id3239624,814.56744
id0021474,539.10175
id3612600,256.47775
id1311997,330.48898
id1342685,596.4013
id3125415,591.10596
id3323275,1175.0243
id2354131,168.80217
id0810383,647.9453
id2709866,1147.2686
id2023525,488.72586
id1987809,681.33014
id0530534,230.10597
id3295923,1799.6543
id1532689,1553.3239
id3383270,473.6907
id2456459,967.60315
id3136507,249.43587
id2199166,201.1822
id1566571,244.5899
id1797918,934.6856
id1175274,774.22876
id1664762,243.37012
id0163369,515.0821
id2157923,975.4449
id2533444,799.7882
id1560292,1055.81
id2591560,327.848
id3498275,2018.527
id0322149,241.50113
id1211179,850.2404
id0577304,667.9075
id1795946,795.81805
id3453575,1605.1573
id0046262,1089.0293
id2507410,1802.9398
id1391329,480.86813
id3595340,934.78467
id2979964,2882.958
id3478082,974.984
id3114825,598.5004
id1720055,698.4991
id2881964,375.14764
id3346801,367.7279
id1592008,516.9795
id0583689,631.24286
id0634908,1280.7236
id0780422,335.79413
id2722636,760.8225
id2919543,1377.185
id3152279,737.5206
id2996667,615.2573
id0116747,302.0098
id2983399,1175.4888
id0933173,596.32043
id2116404,676.8401
id1517944,1289.3591
id2824829,1208.7728
id3317253,428.872
id2402921,817.1199
id0823658,413.59702
id2420287,639.03204
id3218965,1215.2157
id2578941,738.9719
id0670945,413.85788
id0410506,465.72247
id1934360,824.25665
id0630755,455.75665
id1115480,531.8491
id1515110,588.2595
id0671499,1358.0814
id2677919,700.91614
id3967756,438.21313
id1747805,948.31805
id1746446,799.13776
id0047198,1999.8796
id0859998,210.16336
id2230702,673.1284
id0795936,250.71727
id1159223,521.4691
id2315016,748.7487
id3157016,658.4115
id1249759,1067.4749
id1556967,1268.3755
id1300389,1101.5864
id1921049,261.74478
id0128242,1072.2395
id2405799,406.20312
id3522690,551.2435
id0673358,843.8045
id2842733,683.9331
id2365574,2012.814
id2749531,478.53815
id0961907,1559.0107
id3674750,766.87885
id1063931,288.8732
id0779139,275.47104
id2272873,498.18985
id3657325,473.99866
id3024639,288.70297
id2067486,1203.602
id0373656,216.7668
id1536720,2291.0298
id3726044,720.1463
id0157493,1069.6189
id3575232,302.78683
id1840815,632.1573
id3661043,506.97125
id1126062,565.39197
id3847480,385.4014
id0275796,782.8457
id2579339,221.61337
id1342249,1337.0236
id1168268,240.31349
id1394552,608.47833
id1014079,654.00226
id0337816,1434.9854
id3639243,1463.2672
id2743499,612.01697
id1355270,403.7346
id0367557,477.03772
id1514015,445.66528
id3442063,417.8284
id0084550,963.7252
id1486421,1029.4043
id0786428,630.29816
id2603157,619.07654
id3338801,1070.7268
id0905533,689.7477
id1210854,459.79034
id0840927,521.0403
id2336803,497.42444
id2526999,1735.5204
id2676539,483.44568
id2304156,1616.3319
id1549963,850.78485
id3604845,302.00906
id0175675,786.3832
id1547045,839.02716
id2558632,1417.1185
id3262658,1737.6415
id0299392,767.11945
id2860966,775.2982
id1440915,672.2209
id0049807,447.5463
id1694830,651.128
id0579073,1141.5338
id1725762,445.78903
id0754198,313.15964
id0724258,596.21985
id3760454,1324.2664
id0248612,693.38324
id2399496,840.4503
id0909271,1111.1793
id2957114,2301.9304
id0263708,794.08435
id0867121,938.742
id1938130,371.351
id3990216,332.32272
id1708888,751.87555
id1680920,368.90833
id2756017,343.60657
id2082016,209.47997
id1887328,689.3601
id0556439,501.16504
id3590862,785.0035
id1287440,281.66187
id1355582,633.72797
id2577515,1076.6204
id1716629,700.0408
id3130590,675.20105
id0971090,1211.4219
id2277980,2612.1904
id0063688,1917.7042
id3771485,555.3061
id0813284,1673.2571
id3387255,974.1146
id0491192,338.8546
id0007172,992.4916
id1672440,612.3869
id2736212,530.4421
id1523920,137.91977
id1083159,1841.4874
id0852239,800.06433
id2420681,340.72482
id1471749,1374.862
id1375456,1722.4397
id0912165,2969.8545
id2623663,763.71704
id2124702,1417.8402
id0348540,928.141
id3182628,959.06274
id2305027,407.88693
id2440714,736.24274
id3937273,2904.6487
id0689531,2290.538
id0000936,756.828
id0158436,1365.4562
id0834903,844.6593
id2748210,1113.8165
id0952925,1382.8154
id3577332,626.4235
id0295074,898.9404
id3639000,1152.767
id2957380,517.21765
id3884631,873.53357
id1561572,233.33223
id2407509,524.49713
id0800897,936.20917
id3646869,748.6522
id2778010,332.62753
id3461566,1794.153
id3532805,331.48312
id2484261,1628.1108
id1518466,632.83154
id1835582,288.7324
id0842772,683.0137
id2651776,1524.7316
id2270945,945.3658
id3818056,231.20572
id1914470,450.86752
id3258751,1518.2855
id3084913,950.58093
id2079533,1137.0253
id2624919,2175.8655
id1561325,891.29224
id3846734,1108.2864
id0661232,140.83437
id0630092,1197.1322
id3160927,458.18018
id2362405,1618.9739
id2307486,346.9094
id1906658,831.518
id0838414,652.53064
id0214521,1249.5647
id3156074,433.4517
id1754727,776.474
id0938243,646.2978
id1623941,880.5591
id2509363,665.25134
id2591963,886.0323
id0870211,388.32635
id3697400,760.7604
id0737912,1108.4716
id1812296,548.48
id0615095,245.34969
id0487848,245.39116
id2972909,795.42267
id0604234,968.8376
id3119110,1197.9299
id1890509,1346.2336
id2122677,203.21255
id1694689,476.82486
id3768104,202.07565
id0472197,1565.8792
id2448955,306.49252
id0387189,1161.8282
id1438907,344.30597
id2938974,171.3807
id1607954,668.5974
id2950903,384.97382
id2879406,1366.3257
id1381196,846.8671
id2389583,400.47714
id3807855,829.3902
id1289746,365.71075
id2046539,259.21848
id1333173,386.02136
id3032150,704.7771
id0261139,2759.1885
id2919411,329.98828
id1359087,788.0072
id0909049,593.3177
id0928469,253.23064
id3515944,885.8593
id3068047,468.3045
id1394254,503.03864
id1915229,1922.0889
id2757161,671.7845
id1826240,2527.8389
id3903883,1555.37
id3940690,895.7889
id0392375,318.17557
id3092992,754.8406
id2745340,1137.6678
id1849911,348.84946
id1542521,271.53867
id2639344,749.25726
id2268837,346.11862
id0994219,901.23663
id3385162,444.42932
id3683750,592.6696
id0655855,792.3302
id0543009,247.50356
id2403501,429.85684
id0880328,439.58957
id2570929,470.83914
id2490269,351.9362
id1733140,952.22626
id0325250,622.88257
id0177239,1030.3977
id2494877,645.91425
id0222345,3572.375
id3514170,175.81183
id1119636,448.64893
id2080903,618.29913
id2894760,319.92236
id2919294,1007.9809
id2724212,1671.4769
id2552647,733.9276
id0990768,787.9252
id2740544,158.91023
id1913325,1664.4347
id0155096,833.62463
id3970947,2415.9133
id3854716,799.19806
id1074645,684.86816
id1484953,869.1448
id3999280,379.22476
id2764639,503.00427
id1965964,582.6151
id0256752,439.27814
id3436132,368.05597
id1502458,645.37836
id1765138,504.73373
id1489512,1902.2798
id0197248,3744.74
id0883942,463.26132
id1783324,316.51764
id2289004,560.5538
id1160667,237.2384
id0520317,951.1501
id3669763,799.4163
id1570979,1348.3019
id0109740,393.14426
id3859482,1234.7535
id2431987,360.4678
id1390855,1735.6603
id0567775,2123.5583
id0467340,880.5444
id0784961,253.48813
id2018773,693.6906
id0273840,897.35876
id2652920,761.7323
id2341650,969.9138
id1793619,717.3088
id3907996,663.36694
id3261059,530.4568
id3265512,2356.0684
id2152367,2155.823
id2953483,734.4012
id0563137,1105.677
id2280510,481.4597
id3766448,534.9181
id3829815,1165.9915
id0547686,544.2205
id3396380,281.89865
id3475138,599.6776
id0686296,916.2719
id3570916,738.5144
id0661862,282.49835
id1413707,1355.4658
id0724453,2798.8342
id0824315,878.2267
id0290205,311.34586
id3270439,253.03444
id2795469,1126.249
id2325582,331.8156
id0730137,358.88058
id2616610,1457.6058
id0290315,543.09625
id3469339,3214.5085
id2473527,820.00354
id0931667,1506.8469
id2954500,1254.7179
id3728841,1536.6951
id1065212,1164.0693
id2841421,258.49768
id1687350,269.2427
id3268235,3292.7532
id1338245,2500.9836
id3355531,1635.7946
id0657696,837.45245
id1191355,596.6472
id3064452,341.96072
id1143678,548.3689
id0769900,569.02856
id3510001,358.20508
id3858054,1263.9392
id0559171,1435.5491
id2238218,369.05
id1485690,3390.1985
id0491846,646.41077
id2000581,1691.6669
id2208713,1072.3188
id0437598,582.8322
id2282272,275.40067
id3731310,1558.8754
id2159709,2199.3843
id0314528,1549.2625
id2497366,448.7079
id0433105,1430.607
id3732877,529.9259
id1637780,270.34555
id2596201,209.64705
id0814565,2982.2302
id2590941,1142.505
id0177956,1300.1216
id3139933,761.22363
id2727651,347.55997
id2383574,1010.33826
id1309136,290.915
id1609415,336.38483
id1147587,1161.6104
id3629266,882.9782
id2062514,390.03656
id2641007,2814.4377
id0000423,364.5822
id1019677,2875.665
id2670282,384.1522
id3516225,184.11386
id1034156,305.08026
id0450620,360.7654
id0212544,1410.1646
id1358519,790.6746
id1725032,1568.3766
id1504553,588.09064
id0524610,179.35458
id3530995,1255.9023
id2945168,1492.3688
id0539085,1535.1268
id0352985,578.15265
id2012285,621.665
id0398343,222.66003
id1324419,2806.892
id3111435,560.23816
id3969649,848.089
id1120115,1707.6658
id2545257,766.5157
id0756714,3360.2993
id3476280,910.0316
id2808886,192.0981
id2238013,2027.5045
id3244334,395.0869
id1318085,261.49033
id0323681,1515.0593
id2818657,498.58774
id1340731,3450.0403
id2112981,2343.8525
id0343195,386.2187
id3115045,879.2939
id1050375,604.8945
id2101713,511.1917
id2564553,2272.7227
id3841457,1210.0889
id0253271,509.08832
id0008235,417.88293
id2320368,608.3795
id2279041,685.3802
id1600249,440.62463
id2634347,1663.7067
id1625734,919.8963
id3326109,337.70273
id0737172,524.3513
id3470231,976.0508
id3236805,385.6034
id3616839,2036.5502
id3381204,953.82574
id2944033,766.3466
id2304073,1274.3108
id3189930,293.95926
id0897400,337.49203
id0857373,262.09042
id2769356,568.618
id2163688,556.4428
id2768701,1468.5034
id1132095,366.40228
id0936484,437.53738
id3422015,638.3311
id2034088,2554.9543
id3508195,1040.6667
id2432634,1056.6187
id0008033,1070.8142
id1018904,2523.1477
id0028617,449.9738
id3378837,265.21567
id0302389,3655.4062
id0686176,369.83093
id1003924,2232.645
id1989011,952.22675
id1039863,1569.0284
id3272796,751.8454
id0533326,2536.5732
id0431122,1053.6837
id2141085,353.79752
id2773022,1340.3345
id1939401,1598.7614
id1701875,581.30304
id2021271,3990.4436
id1947529,404.55313
id2781634,388.06134
id0680517,387.5063
id0708073,595.662
id3125308,463.92926
id0381851,283.5409
id2836366,416.84677
id0588804,685.6604
id1908904,701.23517
id0402104,1125.9336
id0546925,737.9078
id3374018,812.0792
id1954790,3496.302
id0943362,517.63464
id1372306,1141.5077
id0757011,268.03833
id2719220,409.76474
id0232633,1765.898
id1044531,573.475
id3611181,417.61816
id2903682,3926.0107
id0693195,3860.8794
id1759188,2024.5121
id1347710,248.06693
id3945233,706.42676
id3006538,1150.5244
id3741107,452.88165
id3974864,894.12915
id0820180,614.98645
id3395500,962.456
id3665620,486.376
id0018147,1063.3824
id1693681,1006.51215
id2673349,3288.9734
id1604802,3243.47
id3648882,1506.3761
id1580578,4226.9644
id2990920,2612.1704
id3833360,706.7523
id1971139,467.74805
id3586846,525.87506
id2582904,290.89285
id0195087,1089.1931
id2638022,560.9652
id3393591,192.76848
id2528968,801.35913
id1715128,1255.4529
id0282359,616.29315
id2319463,345.09656
id1491933,601.1109
id0707042,893.7809
id0581732,3330.0886
id2286171,2488.7834
id1743599,484.22595
id2624405,811.5006
id2938251,911.22614
id2970506,1229.5996
id1273317,327.6052
id3611635,654.9036
id3773017,424.7168
id2123894,1008.13007
id2537485,809.8955
id3026488,739.59106
id3668697,3964.6582
id3754243,612.39886
id1600423,812.18317
id0482956,2165.4688
id3876003,1150.2812
id3961681,336.32178
id0422606,1750.9369
id3031081,1678.2798
id1880211,322.26053
id0305927,285.2024
id2827589,849.20715
id0315966,766.6943
id0341980,1263.9199
id1149129,1203.8214
id2250500,997.7306
id1512567,5195.712
id2608403,745.1092
id0339315,4938.273
id2787383,2646.553
id2162192,196.4997
id0245069,488.02975
id3059306,429.17755
id0516187,335.86157
id0650668,289.05988
id0691277,414.53714
id1119772,3170.537
id0725263,207.07533
id0112130,646.9148
id2464119,1658.8842
id3066173,1308.144
id3895361,799.7145
id0365304,899.39886
id3823740,1026.6354
id1438911,702.278
id0869294,1730.6963
id2642500,412.71585
id1109528,388.81287
id2687506,2055.2383
id3874678,1259.1116
id3175837,768.5103
id1754620,2283.2756
id2674705,2471.752
id0975766,291.14127
id2699952,814.8125
id2040519,2298.3323
id2588904,361.97168
id2120724,1405.6499
id2451197,1569.853
id0073022,763.15607
id0540328,512.6369
id1546260,262.2866
id0824353,297.2003
id3872266,847.7704
id2848687,1506.4573
id0881288,1143.5934
id1060236,239.05736
id3773188,529.90845
id0277845,901.5206
id1883533,3200.2654
id1993677,569.66876
id3141819,397.28424
id0448786,1088.1067
id2700506,1076.7257
id0801799,815.4924
id2764292,1176.4114
id0795833,505.48694
id3448476,1751.923
id1816183,3260.8093
id0145686,716.7264
id2293980,1156.7979
id2628557,435.89102
id3336451,232.46841
id0705389,1401.4513
id3995899,1274.3838
id2496450,253.67192
id1289717,420.35095
id3503808,274.42062
id3118821,782.13477
id3787453,238.96832
id0553688,895.9386
id2137008,357.36044
id0984389,623.27747
id1592169,1180.6038
id3687449,653.469
id0968796,3332.6724
id0781033,976.2055
id2907425,1038.268
id0041777,404.03867
id3313970,282.55325
id2093377,1130.4591
id3853738,518.6243
id3405650,600.57996
id1085162,3136.731
id2278274,2794.2827
id2079688,562.52185
id2193500,4163.8457
id0214986,5329.4
id3929636,260.66217
id3143535,277.06802
id0335247,537.44525
id1172036,1671.032
id0208953,461.4593
id2652876,796.7175
id1698019,662.027
id2111703,1601.9279
id3290533,4181.1953
id3381110,682.3418
id1548143,665.30695
id1067686,564.45557
id0774090,372.2117
id3590799,1319.7197
id1606146,1039.933
id3752112,528.67926
id3974885,1727.6133
